Deal;Date;Metric;Value;Threshold;Relationship;Status
FIDC Terramagna;31/12/2023;Weighted Average Portfolio Maturity (months);139.83;240;<=;OK
FIDC Terramagna;31/01/2024;Weighted Average Portfolio Maturity (months);114.08;240;<=;OK
FIDC Terramagna;29/02/2024;Weighted Average Portfolio Maturity (months);92.86;240;<=;OK
FIDC Terramagna;31/03/2024;Weighted Average Portfolio Maturity (months);71.01;240;<=;OK
FIDC Terramagna;30/04/2024;Weighted Average Portfolio Maturity (months);68.8;240;<=;OK
FIDC Terramagna;31/05/2024;Weighted Average Portfolio Maturity (months);134.51;240;<=;OK
FIDC Terramagna;30/06/2024;Weighted Average Portfolio Maturity (months);130.68;240;<=;OK
FIDC Terramagna;31/07/2024;Weighted Average Portfolio Maturity (months);138.12;240;<=;OK
FIDC Terramagna;31/08/2024;Weighted Average Portfolio Maturity (months);130.51;240;<=;OK
FIDC Terramagna;30/09/2024;Weighted Average Portfolio Maturity (months);182.87;240;<=;OK
FIDC Terramagna;31/10/2024;Weighted Average Portfolio Maturity (months);183.84;240;<=;OK
FIDC Terramagna;30/11/2024;Weighted Average Portfolio Maturity (months);156.11;240;<=;OK
FIDC Terramagna;31/12/2024;Weighted Average Portfolio Maturity (months);124.95;240;<=;OK
FIDC Terramagna;31/01/2025;Weighted Average Portfolio Maturity (months);90;240;<=;OK
FIDC Terramagna;28/02/2025;Weighted Average Portfolio Maturity (months);64.48;240;<=;OK
FIDC Terramagna;31/03/2025;Weighted Average Portfolio Maturity (months);53.26;240;<=;OK
FIDC Terramagna;30/04/2025;Weighted Average Portfolio Maturity (months);67.38;240;<=;OK
FIDC Terramagna;31/05/2025;Weighted Average Portfolio Maturity (months);95.63;240;<=;OK
FIDC Terramagna;30/06/2025;Weighted Average Portfolio Maturity (months);89.15;240;<=;OK
FIDC Terramagna;31/10/2023;Return Index;0;0.05;<=;OK
FIDC Terramagna;30/11/2023;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/12/2023;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/01/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;29/02/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/03/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;30/04/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/05/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;30/06/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/07/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/08/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;30/09/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/10/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;30/11/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/12/2024;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/01/2025;Return Index;0;0.05;<=;OK
FIDC Terramagna;28/02/2025;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/03/2025;Return Index;0;0.05;<=;OK
FIDC Terramagna;30/04/2025;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/05/2025;Return Index;0;0.05;<=;OK
FIDC Terramagna;30/06/2025;Return Index;0;0.05;<=;OK
FIDC Terramagna;31/10/2023;Average Discount Rate (Bi-Annual);0.0187;;;OK
FIDC Terramagna;30/11/2023;Average Discount Rate (Bi-Annual);0.0187;;;OK
FIDC Terramagna;31/12/2023;Average Discount Rate (Bi-Annual);0.0187;;;OK
FIDC Terramagna;31/01/2024;Average Discount Rate (Bi-Annual);0.0182;;;OK
FIDC Terramagna;29/02/2024;Average Discount Rate (Bi-Annual);0.0182;;;OK
FIDC Terramagna;31/03/2024;Average Discount Rate (Bi-Annual);0.0182;;;OK
FIDC Terramagna;30/04/2024;Average Discount Rate (Bi-Annual);0.0182;;;OK
FIDC Terramagna;31/05/2024;Average Discount Rate (Bi-Annual);0.0182;;;OK
FIDC Terramagna;30/06/2024;Average Discount Rate (Bi-Annual);0.0182;;;OK
FIDC Terramagna;31/07/2024;Average Discount Rate (Bi-Annual);0.0168;;;OK
FIDC Terramagna;31/08/2024;Average Discount Rate (Bi-Annual);0.0168;;;OK
FIDC Terramagna;30/09/2024;Average Discount Rate (Bi-Annual);0.0168;;;OK
FIDC Terramagna;31/10/2024;Average Discount Rate (Bi-Annual);0.0168;;;OK
FIDC Terramagna;30/11/2024;Average Discount Rate (Bi-Annual);0.0168;;;OK
FIDC Terramagna;31/12/2024;Average Discount Rate (Bi-Annual);0.0168;;;OK
FIDC Terramagna;31/01/2025;Average Discount Rate (Bi-Annual);0.0516;;;OK
FIDC Terramagna;28/02/2025;Average Discount Rate (Bi-Annual);0.0516;;;OK
FIDC Terramagna;31/03/2025;Average Discount Rate (Bi-Annual);0.0516;;;OK
FIDC Terramagna;30/04/2025;Average Discount Rate (Bi-Annual);0.0516;;;OK
FIDC Terramagna;31/05/2025;Average Discount Rate (Bi-Annual);0.0516;;;OK
FIDC Terramagna;30/06/2025;Average Discount Rate (Bi-Annual);0.0516;;;OK
FIDC Fenix;30/06/2025;Delinquency F30;0.0634049;0.15;<=;OK
FIDC Fenix;31/05/2025;Delinquency F30;0.0533;0.15;<=;OK
FIDC Fenix;30/06/2025;Delinquency F60;0.055;0.1;<=;OK
FIDC Fenix;31/05/2025;Delinquency F60;0.048;0.1;<=;OK
FIDC Fenix;30/04/2024;Weighted Average Portfolio Rate (% p.m.);0.025452;;;OK
FIDC Fenix;31/05/2024;Weighted Average Portfolio Rate (% p.m.);0.025305;;;OK
FIDC Fenix;30/06/2024;Weighted Average Portfolio Rate (% p.m.);0.035047;;;OK
FIDC Fenix;31/07/2024;Weighted Average Portfolio Rate (% p.m.);0.035;;;OK
FIDC Fenix;31/08/2024;Weighted Average Portfolio Rate (% p.m.);0.0345;;;OK
FIDC Fenix;30/09/2024;Weighted Average Portfolio Rate (% p.m.);0.0344;;;OK
FIDC Fenix;31/10/2024;Weighted Average Portfolio Rate (% p.m.);0.0336;;;OK
FIDC Fenix;30/11/2024;Weighted Average Portfolio Rate (% p.m.);0.034;;;OK
FIDC Fenix;31/12/2024;Weighted Average Portfolio Rate (% p.m.);0.0333;;;OK
FIDC Fenix;31/01/2025;Weighted Average Portfolio Rate (% p.m.);0.0329;;;OK
FIDC Fenix;28/02/2025;Weighted Average Portfolio Rate (% p.m.);0.0323;;;OK
FIDC Fenix;31/03/2025;Weighted Average Portfolio Rate (% p.m.);0.0323;;;OK
FIDC Fenix;30/04/2025;Weighted Average Portfolio Rate (% p.m.);0.0313;;;OK
FIDC Fenix;31/05/2024;Weighted Average Portfolio Rate (% p.m.);0.0311;;;OK
FIDC Fenix;30/06/2024;Weighted Average Portfolio Rate (% p.m.);0.0307;;;OK
FIDC Fenix;30/04/2024;Weighted Average Portfolio Maturity (months);18.86;;;OK
FIDC Fenix;31/05/2024;Weighted Average Portfolio Maturity (months);19.29;;;OK
FIDC Fenix;30/06/2024;Weighted Average Portfolio Maturity (months);22.85;;;OK
FIDC Fenix;31/07/2024;Weighted Average Portfolio Maturity (months);23.04;;;OK
FIDC Fenix;31/08/2024;Weighted Average Portfolio Maturity (months);23.15;;;OK
FIDC Fenix;30/09/2024;Weighted Average Portfolio Maturity (months);23.28;;;OK
FIDC Fenix;31/10/2024;Weighted Average Portfolio Maturity (months);23.36;;;OK
FIDC Fenix;30/11/2024;Weighted Average Portfolio Maturity (months);23.6;;;OK
FIDC Fenix;31/12/2024;Weighted Average Portfolio Maturity (months);24.34;;;OK
FIDC Fenix;31/01/2025;Weighted Average Portfolio Maturity (months);24.44;;;OK
FIDC Fenix;28/02/2025;Weighted Average Portfolio Maturity (months);15.4;;;OK
FIDC Fenix;31/03/2025;Weighted Average Portfolio Maturity (months);15.65;;;OK
FIDC Fenix;30/04/2025;Weighted Average Portfolio Maturity (months);15.32;;;OK
FIDC Fenix;31/05/2024;Weighted Average Portfolio Maturity (months);14.72;;;OK
FIDC Fenix;30/06/2024;Weighted Average Portfolio Maturity (months);13.95;;;OK
FIDC Fenix;30/04/2024;Average Ticket;5229.43;;;OK
FIDC Fenix;31/05/2024;Average Ticket;5665.54;;;OK
FIDC Fenix;30/06/2024;Average Ticket;6903.56;;;OK
FIDC Fenix;31/07/2024;Average Ticket;7023.72;;;OK
FIDC Fenix;31/08/2024;Average Ticket;7173.1;;;OK
FIDC Fenix;30/09/2024;Average Ticket;8543.44;;;OK
FIDC Fenix;31/10/2024;Average Ticket;8744.96;;;OK
FIDC Fenix;30/11/2024;Average Ticket;8992.66;;;OK
FIDC Fenix;31/12/2024;Average Ticket;9052.35;;;OK
FIDC Fenix;31/01/2025;Average Ticket;9225.16;;;OK
FIDC Fenix;28/02/2025;Average Ticket;9376.74;;;OK
FIDC Fenix;31/03/2025;Average Ticket;8807.01;;;OK
FIDC Fenix;30/04/2025;Average Ticket;8784.03;;;OK
FIDC Fenix;31/05/2024;Average Ticket;9339.42;;;OK
FIDC Fenix;30/06/2024;Average Ticket;9624.66;;;OK
CRI Amora;30/11/2024;CRI Net worth;17.8;;;OK
CRI Amora;31/12/2024;CRI Net worth;17.9;;;OK
CRI Amora;31/01/2025;CRI Net worth;26;;;OK
CRI Amora;30/11/2024;LTV;0.741554831;0.9;<=;OK
CRI Amora;31/12/2024;LTV;0.604025122;0.9;<=;OK
CRI Amora;31/01/2025;LTV;0.917994757;0.9;<=;OK
CRI Amora;30/11/2024;LTV (adjusted for cash position);0.693398667;0.9;<=;OK
CRI Amora;31/12/2024;LTV (adjusted for cash position);0.584043441;0.9;<=;OK
CRI Amora;31/01/2025;LTV (adjusted for cash position);0.682019619;0.9;<=;OK
CRI Amora;30/11/2024;Duration of Credit Rights (months);40;;;OK
CRI Amora;31/12/2024;Duration of Credit Rights (months);39;;;OK
CRI Amora;31/01/2025;Duration of Credit Rights (months);38;;;OK
FIDC SuperSim;30/06/2025;FPD 3m;0.307;0.35;<=;OK
FIDC SuperSim;31/05/2025;FPD 3m;0.3046;0.35;<=;OK
FIDC SuperSim;30/04/2025;FPD 3m;0.2945;0.35;<=;OK
FIDC SuperSim;30/06/2025;Weighted Average Portfolio Rate (% p.m.);0.2928;0.17;>=;OK
FIDC SuperSim;31/05/2025;Weighted Average Portfolio Rate (% p.m.);0.3087;0.17;>=;OK
FIDC SuperSim;30/04/2025;Weighted Average Portfolio Rate (% p.m.);0.3057;0.17;>=;OK
FIDC SuperSim;30/06/2025;Weighted Average Portfolio Maturity (months);6.7;4;>=;OK
FIDC SuperSim;31/05/2025;Weighted Average Portfolio Maturity (months);6.4;4;>=;OK
FIDC SuperSim;30/04/2025;Weighted Average Portfolio Maturity (months);6.5;4;>=;OK
FIDC SuperSim;30/06/2025;SPD 3m;0.4034;0.45;<=;OK
FIDC SuperSim;31/05/2025;SPD 3m;0.3972;0.45;<=;OK
FIDC SuperSim;30/04/2025;SPD 3m;0.388;0.45;<=;OK
FIDC SuperSim;30/06/2025;FPD 6m;0.296;0.35;<=;OK
FIDC SuperSim;31/05/2025;FPD 6m;0.2838;0.35;<=;OK
FIDC SuperSim;30/04/2025;FPD 6m;0.2845;0.35;<=;OK
FIDC SuperLogica;30/06/2025;Over 90;0.0003;0.69;<=;OK
FIDC SuperLogica;31/05/2025;Over 90;0.00004;0.69;<=;OK
FIDC SuperLogica;30/04/2025;Over 90;0.00001;0.69;<=;OK
FIDC SuperLogica;30/06/2025;Repurchase Index;0.0622;0.03;<=;OK
FIDC SuperLogica;31/05/2025;Repurchase Index;0;0.03;<=;OK
FIDC SuperLogica;30/04/2025;Repurchase Index;0;0.03;<=;OK
FIDC Koin;31/10/2024;Repurchase Index;0.0192;0.15;<=;OK
FIDC Koin;30/11/2024;Repurchase Index;0.017;0.15;<=;OK
FIDC Koin;31/12/2024;Repurchase Index;0.0132;0.15;<=;OK
FIDC Koin;31/01/2025;Repurchase Index;0.0366;0.15;<=;OK
FIDC Koin;28/02/2025;Repurchase Index;0.0274;0.15;<=;OK
FIDC Koin;31/03/2025;Repurchase Index;0.0255;0.15;<=;OK
FIDC Koin;30/04/2025;Repurchase Index;0.0306;0.15;<=;OK
FIDC Koin;31/05/2025;Repurchase Index;0.0126;0.15;<=;OK
FIDC Koin;30/06/2025;Repurchase Index;0.0188;0.15;<=;OK
FIDC Koin;31/10/2024;Under 30 Index;0.0086;0.12;<=;OK
FIDC Koin;30/11/2024;Under 30 Index;0.0029;0.12;<=;OK
FIDC Koin;31/12/2024;Under 30 Index;0.004;0.12;<=;OK
FIDC Koin;31/01/2025;Under 30 Index;0.0033;0.12;<=;OK
FIDC Koin;28/02/2025;Under 30 Index;0.0015;0.12;<=;OK
FIDC Koin;31/03/2025;Under 30 Index;0.0066;0.12;<=;OK
FIDC Koin;30/04/2025;Under 30 Index;0.0061;0.12;<=;OK
FIDC Koin;31/05/2025;Under 30 Index;0.0168;0.12;<=;OK
FIDC Koin;30/06/2025;Under 30 Index;0.005;0.12;<=;OK
FIDC Koin;31/10/2024;Over 30 Index;0.0291;0.12;<=;OK
FIDC Koin;30/11/2024;Over 30 Index;0.0208;0.12;<=;OK
FIDC Koin;31/12/2024;Over 30 Index;0.0177;0.12;<=;OK
FIDC Koin;31/01/2025;Over 30 Index;0.0144;0.12;<=;OK
FIDC Koin;28/02/2025;Over 30 Index;0.013;0.12;<=;OK
FIDC Koin;31/03/2025;Over 30 Index;0.0183;0.12;<=;OK
FIDC Koin;30/04/2025;Over 30 Index;0.0241;0.12;<=;OK
FIDC Koin;31/05/2025;Over 30 Index;0.0211;0.12;<=;OK
FIDC Koin;30/06/2025;Over 30 Index;0.047;0.12;<=;OK
FIDC Koin;31/10/2024;Over 60 Index;0.0394;0.15;<=;OK
FIDC Koin;30/11/2024;Over 60 Index;0.0329;0.15;<=;OK
FIDC Koin;31/12/2024;Over 60 Index;0.0365;0.15;<=;OK
FIDC Koin;31/01/2025;Over 60 Index;0.0578;0.15;<=;OK
FIDC Koin;28/02/2025;Over 60 Index;0.0303;0.15;<=;OK
FIDC Koin;31/03/2025;Over 60 Index;0.0318;0.15;<=;OK
FIDC Koin;30/04/2025;Over 60 Index;0.0396;0.15;<=;OK
FIDC Koin;31/05/2025;Over 60 Index;0.0303;0.15;<=;OK
FIDC Koin;30/06/2025;Over 60 Index;0.0367;0.15;<=;OK
FIDC Koin;31/10/2024;Over 90 Index;0.0505;0.175;<=;OK
FIDC Koin;30/11/2024;Over 90 Index;0.0596;0.175;<=;OK
FIDC Koin;31/12/2024;Over 90 Index;0.1544;0.175;<=;OK
FIDC Koin;31/01/2025;Over 90 Index;0.057;0.175;<=;OK
FIDC Koin;28/02/2025;Over 90 Index;0.0517;0.175;<=;OK
FIDC Koin;31/03/2025;Over 90 Index;0.0541;0.175;<=;OK
FIDC Koin;30/04/2025;Over 90 Index;0.0947;0.175;<=;OK
FIDC Koin;31/05/2025;Over 90 Index;0.0504;0.175;<=;OK
FIDC Koin;30/06/2025;Over 90 Index;0.0537;0.175;<=;OK
CRI Amora;28/02/2025;CRI Net worth;25.8;;;OK
CRI Amora;31/03/2025;CRI Net worth;28.8;;;OK
CRI Amora;30/04/2025;CRI Net worth;33.3;;;OK
CRI Amora;31/05/2025;CRI Net worth;33.5;;;OK
CRI Amora;30/06/2025;CRI Net worth;36.9;;;OK
CRI Amora;28/02/2025;LTV;0.905304829;0.9;<=;OK
CRI Amora;31/03/2025;LTV;0.920415225;0.9;<=;OK
CRI Amora;30/04/2025;LTV;1.09540636;0.9;<=;OK
CRI Amora;31/05/2025;LTV;0.953639144;0.9;<=;OK
CRI Amora;30/06/2025;LTV;1.012880562;0.9;<=;OK
CRI Amora;28/02/2025;LTV (adjusted for cash position);0.758286347;0.9;<=;OK
CRI Amora;31/03/2025;LTV (adjusted for cash position);0.863636364;0.9;<=;OK
CRI Amora;30/04/2025;LTV (adjusted for cash position);1.026490066;0.9;<=;OK
CRI Amora;31/05/2025;LTV (adjusted for cash position);0.825017197;0.9;<=;OK
CRI Amora;30/06/2025;LTV (adjusted for cash position);0.897302905;0.9;<=;OK
CRI Amora;28/02/2025;Duration of Credit Rights (months);38;;;OK
CRI Amora;31/03/2025;Duration of Credit Rights (months);36;;;OK
CRI Amora;30/04/2025;Duration of Credit Rights (months);36;;;OK
CRI Amora;31/05/2025;Duration of Credit Rights (months);35;;;OK
CRI Amora;30/06/2025;Duration of Credit Rights (months);35;;;OK
CRI Amora;31/03/2025;Mezza Subordination;0.089041096;;;OK
CRI Amora;30/04/2025;Mezza Subordination;0.069069069;;;OK
CRI Amora;31/05/2025;Mezza Subordination;0.069134328;;;OK
CRI Amora;30/06/2025;Mezza Subordination;0.062330623;;;OK
CRI Amora;31/12/2024;Real Estate Value;21.03688;;;OK
CRI Amora;31/01/2025;Real Estate Value;25.926074;;;OK
CRI Amora;28/02/2025;Real Estate Value;25.926074;;;OK
CRI Amora;31/03/2025;Real Estate Value;25.926074;;;OK
CRI Amora;30/04/2025;Real Estate Value;28.9;;;OK
CRI Amora;31/05/2025;Real Estate Value;28.3;;;OK
CRI Amora;30/06/2025;Real Estate Value;32.7;;;OK
FIDC Principia BNPL;31/05/2025;FPD35;0.1182;0.12;<=;OK
FIDC Principia BNPL;30/04/2025;FPD35;0.1033;0.12;<=;OK
FIDC Principia BNPL;31/05/2025;SPD30;0.1698;0.19;<=;OK
FIDC Principia BNPL;31/05/2025;Weighted Average Portfolio Rate (% p.m.);0.0731;0.04;>=;OK
FIDC Principia BNPL;30/04/2025;Weighted Average Portfolio Rate (% p.m.);0.0676;0.04;>=;OK
FIDC Principia BNPL;31/05/2025;Weighted Average Portfolio Maturity (months);16.58;22;<=;OK
FIDC Principia BNPL;30/04/2025;Weighted Average Portfolio Maturity (months);16.71;22;<=;OK
FIDC Principia BNPL;31/05/2025;Cash Idlelness;0.1805;0.2;<=;OK
FIDC Principia BNPL;30/04/2025;Cash Idlelness;0.1329;0.2;<=;OK
FIDC SuperSim;30/06/2025;SPD 6m;0.3885;0.45;<=;OK
FIDC SuperSim;31/05/2025;SPD 6m;0.3849;0.45;<=;OK
FIDC SuperSim;30/04/2025;SPD 6m;0.3787;0.45;<=;OK
FIDC Pagaleve;30/06/2025;Repurchase Index;0.0399;0.15;<=;OK
FIDC Pagaleve;31/05/2025;Repurchase Index;0.0399;0.15;<=;OK
FIDC Pagaleve;30/04/2025;Repurchase Index;0.0288;0.15;<=;OK
FIDC Principia BNPL;30/06/2025;Weighted Average Loss 30d;0.1718;0.21;<=;OK
FIDC Principia BNPL;30/06/2025;Weighted Average Portfolio Rate (% p.m.);0.0754;0.04;>=;OK
FIDC Principia BNPL;30/06/2025;Weighted Average Portfolio Maturity (months);16.08;22;<=;OK
FIDC Culttivo;30/04/2025;% CPR-F;0.8805;;;
FIDC Culttivo;31/05/2025;% CPR-F;0.9553;;;
FIDC Culttivo;30/06/2025;% CPR-F;0.9063;;;
FIDC Culttivo;30/04/2025;% CDA/WA;0.0399;;;
FIDC Culttivo;31/05/2025;% CDA/WA;0.0225;;;
FIDC Culttivo;30/06/2025;% CDA/WA;0.015;;;
FIDC Culttivo;30/04/2025;Coffee Type - Arabica;0.8805;;;
FIDC Culttivo;31/05/2025;Coffee Type - Arabica;0.9553;;;
FIDC Culttivo;30/06/2025;Coffee Type - Arabica;0.9063;;;
FIDC Culttivo;30/04/2025;Coffee Type - Robusta;0.1195;;;
FIDC Culttivo;31/05/2025;Coffee Type - Robusta;0.0447;;;
FIDC Culttivo;30/06/2025;Coffee Type - Robusta;0.0937;;;
FIDC Culttivo;30/04/2025;% Guarantee CPR-F;3.249;;;
FIDC Culttivo;31/05/2025;% Guarantee CPR-F;2.7938;;;
FIDC Culttivo;30/06/2025;% Guarantee CPR-F;2.1838;;;
FIDC Culttivo;30/04/2025;Concentrations by Warehouse - CDA/WA (%PL);0.0399;0.2;<=;OK
FIDC Culttivo;31/05/2025;Concentrations by Warehouse - CDA/WA (%PL);0.0225;0.2;<=;OK
FIDC Culttivo;30/06/2025;Concentrations by Warehouse - CDA/WA (%PL);0.015;0.2;<=;OK
FIDC Culttivo;30/04/2025;Insurance Concentrations - CDA/WA;0.2514;0.3;<=;OK
FIDC Culttivo;31/05/2025;Insurance Concentrations - CDA/WA;0.1468;0.3;<=;OK
FIDC Culttivo;30/06/2025;Insurance Concentrations - CDA/WA;0.1073;0.3;<=;OK
FIDC Culttivo;30/04/2025;Weighted Average Portfolio Rate (% p.m.)  - CPR-F;0.0178;;;
FIDC Culttivo;31/05/2025;Weighted Average Portfolio Rate (% p.m.)  - CPR-F;0.018;;;
FIDC Culttivo;30/06/2025;Weighted Average Portfolio Rate (% p.m.)  - CPR-F;0.0192;;;
FIDC Culttivo;30/04/2025;Weighted Average Portfolio Rate (% p.m.)  - CDA/WA;0;;;
FIDC Culttivo;31/05/2025;Weighted Average Portfolio Rate (% p.m.)  - CDA/WA;0;;;
FIDC Culttivo;30/06/2025;Weighted Average Portfolio Rate (% p.m.)  - CDA/WA;0.0192;;;
FIDC Culttivo;30/04/2025;Debtors Between 1% and 2% of accumulated NetWorth - CPR-F;0.1617;0.15;<=;FLAG
FIDC Culttivo;31/05/2025;Debtors Between 1% and 2% of accumulated NetWorth - CPR-F;0.162;0.15;<=;FLAG
FIDC Culttivo;30/06/2025;Debtors Between 1% and 2% of accumulated NetWorth - CPR-F;0.1508;0.15;<=;FLAG
FIDC Culttivo;30/04/2025;Top 1 Debtor - CPR-F;0.0498;;;
FIDC Culttivo;31/05/2025;Top 1 Debtor - CPR-F;0.0498;;;
FIDC Culttivo;30/06/2025;Top 1 Debtor - CPR-F;0.0498;;;
FIDC Culttivo;30/04/2025;Average CPR-F term (months);4.02;;;
FIDC Culttivo;31/05/2025;Average CPR-F term (months);4.07;;;
FIDC Culttivo;30/06/2025;Average CPR-F term (months);4.27;;;
FIDC Culttivo;30/04/2025;Average CDA/WA term (months);1.51;;;
FIDC Culttivo;31/05/2025;Average CDA/WA term (months);0.75;;;
FIDC Culttivo;30/06/2025;Average CDA/WA term (months);11.13;;;
FIDC Vixtra;30/04/2025;LTV;0.50721305;0.75;<=;OK
FIDC Vixtra;31/05/2025;LTV;0.472829649;0.75;<=;OK
FIDC Vixtra;30/06/2025;LTV;0.583113107;0.75;<=;OK
FIDC Vixtra;30/04/2024;Weighted Average Portfolio Maturity (days);63;;;
FIDC Vixtra;31/05/2024;Weighted Average Portfolio Maturity (days);57;;;
FIDC Vixtra;30/06/2024;Weighted Average Portfolio Maturity (days);73;;;
FIDC Vixtra;31/07/2024;Weighted Average Portfolio Maturity (days);76;;;
FIDC Vixtra;31/08/2024;Weighted Average Portfolio Maturity (days);64;;;
FIDC Vixtra;30/09/2024;Weighted Average Portfolio Maturity (days);68;;;
FIDC Vixtra;31/10/2024;Weighted Average Portfolio Maturity (days);77;;;
FIDC Vixtra;30/11/2024;Weighted Average Portfolio Maturity (days);69;;;
FIDC Vixtra;31/12/2024;Weighted Average Portfolio Maturity (days);80;;;
FIDC Vixtra;31/01/2025;Weighted Average Portfolio Maturity (days);73;;;
FIDC Vixtra;28/02/2025;Weighted Average Portfolio Maturity (days);69;;;
FIDC Vixtra;31/03/2025;Weighted Average Portfolio Maturity (days);85;;;
FIDC Vixtra;30/04/2025;Weighted Average Portfolio Maturity (days);78;;;
FIDC Vixtra;31/05/2025;Weighted Average Portfolio Maturity (days);66;;;
FIDC Vixtra;30/06/2025;Weighted Average Portfolio Maturity (days);80;;;
FIDC Vixtra;30/04/2024;Weighted Average Portfolio Rate (% p.m.);0.0183;;;
FIDC Vixtra;31/05/2024;Weighted Average Portfolio Rate (% p.m.);0.0182;;;
FIDC Vixtra;30/06/2024;Weighted Average Portfolio Rate (% p.m.);0.018;;;
FIDC Vixtra;31/07/2024;Weighted Average Portfolio Rate (% p.m.);0.018;;;
FIDC Vixtra;31/08/2024;Weighted Average Portfolio Rate (% p.m.);0.018;;;
FIDC Vixtra;30/09/2024;Weighted Average Portfolio Rate (% p.m.);0.0179;;;
FIDC Vixtra;31/10/2024;Weighted Average Portfolio Rate (% p.m.);0.0177;;;
FIDC Vixtra;30/11/2024;Weighted Average Portfolio Rate (% p.m.);0.0184;;;
FIDC Vixtra;31/12/2024;Weighted Average Portfolio Rate (% p.m.);0.0178;;;
FIDC Vixtra;31/01/2025;Weighted Average Portfolio Rate (% p.m.);0.0182;;;
FIDC Vixtra;28/02/2025;Weighted Average Portfolio Rate (% p.m.);0.0185;;;
FIDC Vixtra;31/03/2025;Weighted Average Portfolio Rate (% p.m.);0.0192;;;
FIDC Vixtra;30/04/2025;Weighted Average Portfolio Rate (% p.m.);0.0197;;;
FIDC Vixtra;31/05/2025;Weighted Average Portfolio Rate (% p.m.);0.0199;;;
FIDC Vixtra;30/06/2025;Weighted Average Portfolio Rate (% p.m.);0.0204;;;
FIDC Vixtra;30/04/2024;Average Ticket;978123;;;
FIDC Vixtra;31/05/2024;Average Ticket;917124;;;
FIDC Vixtra;30/06/2024;Average Ticket;885398;;;
FIDC Vixtra;31/07/2024;Average Ticket;879799;;;
FIDC Vixtra;31/08/2024;Average Ticket;916766;;;
FIDC Vixtra;30/09/2024;Average Ticket;970296;;;
FIDC Vixtra;31/10/2024;Average Ticket;931992;;;
FIDC Vixtra;30/11/2024;Average Ticket;1023930;;;
FIDC Vixtra;31/12/2024;Average Ticket;1048580;;;
FIDC Vixtra;31/01/2025;Average Ticket;1088538;;;
FIDC Vixtra;28/02/2025;Average Ticket;1045897;;;
FIDC Vixtra;31/03/2025;Average Ticket;1156803;;;
FIDC Vixtra;30/04/2025;Average Ticket;1189566;;;
FIDC Vixtra;31/05/2025;Average Ticket;1281483;;;
FIDC Vixtra;30/06/2025;Average Ticket;1350411;;;
FIDC Vixtra;30/04/2024;Top 1 Debtor;0.0611;;;
FIDC Vixtra;31/05/2024;Top 1 Debtor;0.0622;;;
FIDC Vixtra;30/06/2024;Top 1 Debtor;0.0571;;;
FIDC Vixtra;31/07/2024;Top 1 Debtor;0.0443;;;
FIDC Vixtra;31/08/2024;Top 1 Debtor;0.0442;;;
FIDC Vixtra;30/09/2024;Top 1 Debtor;0.0671;;;
FIDC Vixtra;31/10/2024;Top 1 Debtor;0.0376;;;
FIDC Vixtra;30/11/2024;Top 1 Debtor;0.0368;;;
FIDC Vixtra;31/12/2024;Top 1 Debtor;0.0295;;;
FIDC Vixtra;31/01/2025;Top 1 Debtor;0.0386;;;
FIDC Vixtra;28/02/2025;Top 1 Debtor;0.0285;;;
FIDC Vixtra;31/03/2025;Top 1 Debtor;0.0333;;;
FIDC Vixtra;30/04/2025;Top 1 Debtor;0.0321;;;
FIDC Vixtra;31/05/2025;Top 1 Debtor;0.0263;;;
FIDC Vixtra;30/06/2025;Top 1 Debtor;0.0266;;;
FIDC Vixtra;30/04/2024;Top 3 Debtor;0.1605;;;
FIDC Vixtra;31/05/2024;Top 3 Debtor;0.1635;;;
FIDC Vixtra;30/06/2024;Top 3 Debtor;0.1643;;;
FIDC Vixtra;31/07/2024;Top 3 Debtor;0.1279;;;
FIDC Vixtra;31/08/2024;Top 3 Debtor;0.1314;;;
FIDC Vixtra;30/09/2024;Top 3 Debtor;0.1461;;;
FIDC Vixtra;31/10/2024;Top 3 Debtor;0.1125;;;
FIDC Vixtra;30/11/2024;Top 3 Debtor;0.1096;;;
FIDC Vixtra;31/12/2024;Top 3 Debtor;0.0881;;;
FIDC Vixtra;31/01/2025;Top 3 Debtor;0.0954;;;
FIDC Vixtra;28/02/2025;Top 3 Debtor;0.085;;;
FIDC Vixtra;31/03/2025;Top 3 Debtor;0.0992;;;
FIDC Vixtra;30/04/2025;Top 3 Debtor;0.0957;;;
FIDC Vixtra;31/05/2025;Top 3 Debtor;0.0781;;;
